1,5/5/2006,M1,00/00/00,X,00/00/00,0,0,0,,
2,5/6/2006,M3,5/8/2006,X,00/00/00,0,2.53,0,,
3,5/7/2006,M1,00/00/00,X,00/00/00,0,0,0,,
4,5/7/2006,M1,00/00/00,X,00/00/00,0,0,0,,
5,5/7/2006,M2,5/8/2006,F,00/00/00,10,3.007,240,,
6,5/7/2006,M3,5/8/2006,F,00/00/00,10,2.67,240,,
7,5/7/2006,M4,5/8/2006,F,00/00/00,10,3.01,240,,
8,5/8/2006,M1,5/8/2006,F,00/00/00,10,2.659,240,,
9,5/8/2006,M1,5/8/2006,F,00/00/00,10,2.689,240,,
10,5/8/2006,M1,5/8/2006,NF,00/00/00,10,2.459,240,,
11,5/8/2006,M2,5/8/2006,F,00/00/00,10,3.007,240,,
12,5/8/2006,M3,00/00/00,X,00/00/00,0,0,0,,
13,5/8/2006,M3,00/00/00,X,00/00/00,0,0,0,,
14,5/8/2006,M4,5/8/2006,X,00/00/00,0,3.342,0,,
15,5/8/2006,M4,00/00/00,X,00/00/00,0,0,0,,
16,5/9/2006,M1,00/00/00,X,00/00/00,0,0,0,,
17,5/9/2006,M1,5/9/2006,NF,00/00/00,10,3.014,240,,
18,5/9/2006,M2,5/9/2006,F,00/00/00,10,3.191,240,,
19,5/9/2006,M3,00/00/00,X,00/00/00,0,0,0,,
20,5/9/2006,M3,5/9/2006,F,00/00/00,10,3.114,240,,
21,5/9/2006,M3,5/9/2006,F,00/00/00,10,2.962,240,,
22,5/9/2006,M3,5/9/2006,F,00/00/00,10,2.763,240,,
23,5/9/2006,M3,5/9/2006,F,00/00/00,10,2.666,240,,
24,5/9/2006,M4,5/9/2006,X,00/00/00,0,2.865,0,,
25,5/9/2006,M4,5/9/2006,F,00/00/00,10,3.153,240,,
26,5/9/2006,M1,00/00/00,X,00/00/00,0,0,0,,
27,5/10/2006,M1,5/10/2006,F,00/00/00,10,2.757,240,,
28,5/10/2006,M2,5/10/2006,F,00/00/00,10,3.064,240,,
29,5/10/2006,M2,5/10/2006,NF,00/00/00,10,2.516,240,,
30,5/10/2006,M3,00/00/00,X,00/00/00,0,0,0,,
31,5/10/2006,M3,5/10/2006,NF,00/00/00,10,3.274,240,,
32,5/10/2006,M3,5/10/2006,F,00/00/00,10,2.919,240,,
33,5/10/2006,M3,5/10/2006,F,00/00/00,10,2.692,240,,
34,5/10/2006,M4,5/10/2006,F,00/00/00,10,2.926,240,,
35,5/11/2006,M1,00/00/00,X,00/00/00,0,0,0,,
36,5/11/2006,M1,00/00/00,X,00/00/00,0,0,0,,
37,5/11/2006,M1,5/11/2006,NF,00/00/00,10,2.818,240,,
38,5/11/2006,M2,5/11/2006,F,00/00/00,10,3.204,240,,
39,5/11/2006,M2,5/11/2006,F,00/00/00,10,3.387,240,,
40,5/11/2006,M3,00/00/00,X,00/00/00,0,0,0,,
41,5/11/2006,M3,00/00/00,X,00/00/00,0,0,0,,
42,5/11/2006,M3,00/00/00,X,00/00/00,0,0,0,,
43,5/11/2006,M3,5/11/2006,NF,00/00/00,10,2.909,240,,
44,5/11/2006,M3,5/11/2006,F,00/00/00,10,2.621,240,,
45,5/12/2006,M1,00/00/00,X,00/00/00,0,0,0,,
46,5/12/2006,M1,5/12/2006,F,00/00/00,10,2.782,240,,
47,5/12/2006,M2,5/12/2006,F,00/00/00,10,3.039,240,,
48,5/12/2006,M3,5/12/2006,F,00/00/00,10,2.531,240,,
49,5/12/2006,M3,5/12/2006,F,00/00/00,10,3.001,240,,
50,5/12/2006,M3,5/12/2006,F,00/00/00,10,3.331,240,,
51,5/12/2006,M4,5/12/2006,NF,00/00/00,10,3.166,240,,
52,5/12/2006,M4,5/12/2006,F,00/00/00,10,2.953,240,,
53,5/13/2006,M1,00/00/00,X,00/00/00,0,0,0,,
54,5/13/2006,M1,5/13/2006,F,00/00/00,10,2.64,240,,
55,5/13/2006,M2,5/13/2006,NF,00/00/00,10,3.258,240,,
56,5/13/2006,M3,00/00/00,X,00/00/00,0,0,0,,
57,5/13/2006,M3,00/00/00,X,00/00/00,0,0,0,,
58,5/13/2006,M3,5/13/2006,F,00/00/00,10,2.632,240,,
59,5/13/2006,M4,00/00/00,X,00/00/00,0,0,0,,
60,5/14/2006,M1,00/00/00,X,00/00/00,0,0,0,,
61,5/14/2006,M1,5/14/2006,F,00/00/00,10,2.308,240,,
62,5/14/2006,M2,5/14/2006,F,00/00/00,10,3.183,240,,
63,5/14/2006,M3,5/14/2006,F,00/00/00,10,2.81,240,,
64,5/14/2006,M3,00/00/00,X,00/00/00,0,0,0,,
65,5/14/2006,M3,5/14/2006,NF,00/00/00,10,3.377,240,,
66,5/14/2006,M4,00/00/00,X,00/00/00,0,0,0,,
67,5/14/2006,M4,5/14/2006,F,00/00/00,10,2.868,240,,
68,5/14/2006,M4,5/14/2006,NF,00/00/00,10,3.186,240,,
69,5/15/2006,M1,5/15/2006,NF,00/00/00,10,2.443,240,,
70,5/15/2006,M2,5/15/2006,F,00/00/00,10,3.086,240,,
71,5/15/2006,M3,00/00/00,X,00/00/00,0,0,0,,
72,5/15/2006,M3,5/15/2006,F,00/00/00,10,3.612,240,,
73,5/15/2006,M3,5/15/2006,F,00/00/00,10,2.72,240,,
74,5/16/2006,M1,5/16/2006,NF,00/00/00,10,2.326,240,,
75,5/16/2006,M2,00/00/00,X,00/00/00,0,0,0,,
76,5/16/2006,M3,5/16/2006,F,00/00/00,10,3.484,240,,
77,5/16/2006,M3,5/16/2006,X,00/00/00,0,3.024,0,,
78,5/16/2006,M4,00/00/00,X,00/00/00,0,0,0,,
79,5/17/2006,M1,5/17/2006,F,00/00/00,10,3.391,240,,
80,5/17/2006,M1,5/17/2006,F,00/00/00,10,2.755,240,,
81,5/17/2006,M2,5/17/2006,F,00/00/00,10,3.27,240,,
82,5/17/2006,M3,5/17/2006,F,00/00/00,10,2.648,240,,
83,5/17/2006,M3,5/17/2006,F,00/00/00,10,2.825,240,,
84,5/17/2006,M1,00/00/00,X,00/00/00,0,0,0,,
85,5/17/2006,M4,00/00/00,X,00/00/00,0,0,0,,
86,5/18/2006,M1,5/18/2006,NF,00/00/00,10,2.867,240,,
87,5/18/2006,M2,5/18/2006,F,00/00/00,10,3.2,240,,
88,5/18/2006,M2,5/18/2006,F,00/00/00,10,2.928,240,,
89,5/18/2006,M3,00/00/00,X,00/00/00,0,0,0,,
90,5/18/2006,M3,00/00/00,X,00/00/00,0,0,0,,
91,5/18/2006,M3,5/18/2006,F,00/00/00,10,2.58,240,,
92,5/18/2006,M4,5/18/2006,F,00/00/00,10,3.02,240,,
93,5/18/2006,M4,5/18/2006,NF,00/00/00,10,2.892,240,,
94,5/18/2006,M4,5/18/2006,F,00/00/00,10,3.268,240,,
95,5/18/2006,M4,5/18/2006,F,00/00/00,10,3.154,240,,
96,5/20/2006,M1,5/20/2006,F,00/00/00,10,2.803,240,,
97,5/20/2006,M1,5/20/2006,NF,00/00/00,10,2.876,240,,
98,5/20/2006,M2,5/20/2006,F,00/00/00,10,3.184,240,,
99,5/20/2006,M3,5/20/2006,F,00/00/00,10,2.989,240,,
100,5/20/2006,M4,00/00/00,X,00/00/00,0,0,0,,
101,5/20/2006,M4,5/20/2006,F,00/00/00,10,2.959,240,,
102,5/20/2006,M4,5/20/2006,F,00/00/00,10,3.124,240,,
103,5/20/2006,M3,00/00/00,X,00/00/00,0,0,0,,
104,5/21/2006,M1,00/00/00,X,00/00/00,0,0,0,,
105,5/21/2006,M1,5/21/2006,F,00/00/00,10,2.886,240,,B1
106,5/21/2006,M2,00/00/00,X,00/00/00,0,0,0,,
107,5/21/2006,M3,00/00/00,X,00/00/00,0,0,0,,
108,5/21/2006,M3,5/21/2006,X,00/00/00,0,2.718,0,,C1
109,5/21/2006,M4,00/00/00,X,00/00/00,0,0,0,,
110,5/21/2006,M4,00/00/00,X,00/00/00,0,0,0,,
111,5/22/2006,M1,5/22/2006,X,00/00/00,0,2.676,0,,B2
112,5/22/2006,M2,5/22/2006,NF,00/00/00,10,3.378,240,,
113,5/22/2006,M2,5/22/2006,X,00/00/00,0,3.278,0,,
114,5/22/2006,M2,00/00/00,X,00/00/00,0,0,0,,
115,5/22/2006,M3,5/22/2006,F,00/00/00,10,2.564,240,,C2
116,5/22/2006,M4,5/22/2006,NF,00/00/00,10,2.946,240,,
117,5/22/2006,M4,5/22/2006,NV,00/00/00,10,0,240,,
118,5/22/2006,M2,5/22/2006,NF,00/00/00,10,2.863,240,,
119,5/23/2006,M1,00/00/00,X,00/00/00,0,0,0,,
120,5/23/2006,M1,5/23/2006,F,00/00/00,10,2.395,240,,A3
121,5/23/2006,M2,5/23/2006,F,00/00/00,10,3.327,240,,C1
122,5/23/2006,M3,5/23/2006,NF,00/00/00,26,2.628,624,,A3
123,5/23/2006,M3,5/23/2006,F,00/00/00,10,2.632,240,,
124,5/23/2006,M4,5/23/2006,NF,00/00/00,26,3.151,624,,C1
125,5/23/2006,M4,5/23/2006,NF,00/00/00,26,3.323,624,,
