1,03-15-06,M1,MDMD,,,09:55:11,2,
1,03-15-06,M1,ML2M,,,09:55:25,3,
1,03-15-06,M1,ML2M,,,09:55:27,4,
1,03-15-06,M1,MGNB,,,09:55:59,5,
1,03-15-06,M1,ML2M,,,09:56:28,6,
1,03-15-06,M1,ML2M,,,09:56:28,7,
1,03-15-06,M1,ML2M,,,09:56:31,8,
1,03-15-06,M1,ML2M,,,09:56:36,9,
1,03-15-06,M1,ML2M,,,00:00:00,10,
1,03-15-06,M1,MDMD,,,00:00:00,11,
1,03-15-06,M1,MGNB,MBOG,,09:57:26,12,
1,03-15-06,M1,MGNB,MDMD,,09:57:31,13,
1,03-15-06,M1,ML2M,,,09:57:46,14,
1,03-15-06,M1,ML2M,,,09:57:51,15,
1,03-15-06,M1,ML2M,,,09:57:54,16,
1,03-15-06,M1,ML2M,,,09:57:59,17,
1,03-15-06,M1,MGNB,,,09:58:24,18,
1,03-15-06,M1,MGNB,MBOG,,09:58:38,19,
1,03-15-06,M1,MDMD,,,00:00:00,20,
1,03-15-06,M1,ML2M,,,00:00:00,21,
1,03-15-06,M1,ML2M,,,10:00:11,22,
1,03-15-06,M1,MBOG,,,00:00:00,23,
1,03-15-06,M1,MBOG,,,10:00:24,24,
1,03-15-06,M1,MDMD,,,10:00:34,25,
1,03-15-06,M1,MBOG,,,00:00:00,26,
1,03-15-06,M1,MBOG,,,10:01:05,27,
1,03-15-06,M1,ML2M,,,10:01:10,28,
1,03-15-06,M1,ML2M,,,10:01:17,29,
1,03-15-06,M1,MBOG,,,10:01:30,30,
1,03-15-06,M1,MGBG,,,10:01:40,31,
1,03-15-06,M1,MGNB,MBOG,,10:02:28,32,
1,03-15-06,M1,MGBG,FYBL,,10:02:35,33,
1,03-15-06,M1,ML2M,,,10:03:29,34,
1,03-15-06,M1,MBOG,,,10:03:33,35,
1,03-15-06,M1,ML2M,MGNB,depart,00:00:00,38,
1,03-15-06,M1,ML2M,,,10:04:13,39,
1,03-15-06,M1,MGNB,,,10:04:32,40,
1,03-15-06,M1,MGNB,FRLR,,10:04:50,41,
1,03-15-06,M1,MBOG,,,10:05:20,42,
1,03-15-06,M1,MBOG,,,00:00:00,43,
1,03-15-06,M1,MBOG,,,00:00:00,44,
1,03-15-06,M1,ML2M,,,00:00:00,45,
1,03-15-06,M1,MBOG,MGNB,,10:06:10,46,
1,03-15-06,M1,MGBG,,,10:06:15,47,
1,03-15-06,M1,ML2M,,,10:06:20,48,
1,03-15-06,M1,MBOG,,,10:06:56,49,
1,03-15-06,M1,MBOG,,,00:00:00,50,
1,03-15-06,M1,ML2M,,,00:00:00,51,
1,03-15-06,M1,ML2M,,,10:03:50,36,
1,03-15-06,M1,ML2M,MGNB,,10:04:07,37,
