79,2002-05-26,LNA,2002-05-30,F,00-00-00,,2.9
80,2002-05-26,LNA,2002-05-30,NF,00-00-00,,0
81,2002-05-26,LNA,2002-05-30,F,00-00-00,,2.9
82,2002-05-26,LNA,2002-05-30,NF,00-00-00,,2.3
83,2002-05-26,LSA,2002-05-30,NF,00-00-00,,2.2
84,2002-05-26,LSA,2002-05-30,NF,00-00-00,,2.2
88,2002-05-28,LNA,2002-05-30,F,00-00-00,,2.7
89,2002-05-28,LNA,2002-05-30,X,00-00-00,broken,0
90,2002-05-28,LNA,2002-05-30,X,00-00-00,broken,0
91,2002-05-28,LSA,2002-05-30,F,00-00-00,,2.4
92,2002-05-28,LSA,2002-05-30,F,00-00-00,,2
95,2002-05-28,LSA,00-00-00,,00-00-00,broken,0
96,2002-05-28,LNA,2002-05-30,F,00-00-00,,2.8
98,2002-05-29,LNA,2002-05-30,F,00-00-00,,2.5
99,2002-05-29,LNA,2002-05-30,F,00-00-00,,2.9
100,2002-05-29,LNA,2002-05-30,F,00-00-00,,2.4
105,2002-05-30,LNA,2002-05-30,F,00-00-00,,2.2
106,2002-05-30,LNA,00-00-00,,00-00-00,broken,0
107,2002-05-30,LNA,00-00-00,,00-00-00,broken,0
108,2002-05-30,LSA,2002-05-30,F,00-00-00,,3
109,2002-05-30,LSA,00-00-00,,00-00-00,broken,0
112,2002-05-31,LNA,00-00-00,,00-00-00,broken,0
113,2002-05-31,LNA,2002-06-04,NF,00-00-00,,2.9
114,2002-05-31,LNA,2002-06-04,NF,00-00-00,,2.8
115,2002-05-31,LSA,2002-06-04,F,00-00-00,,2.1
116,2002-05-31,LSA,2002-06-04,1/2,00-00-00,,2.8
117,2002-05-31,LSA,2002-06-04,NF,00-00-00,,2.8
120,2002-06-01,LNA,2002-06-04,1/4,00-00-00,,2.6
121,2002-06-01,LNA,2002-06-04,F,00-00-00,,3
122,2002-06-01,LNA,2002-06-04,F,00-00-00,,2.8
123,2002-06-01,LSA,2002-06-04,NF,00-00-00,,3
128,2002-06-02,LNA,00-00-00,,00-00-00,broken,0
129,2002-06-02,LNA,2002-06-04,F,00-00-00,,2.1
130,2002-06-02,LNA,2002-06-04,F,00-00-00,,2.5
131,2002-06-02,LNA,2002-06-04,F,00-00-00,,2.5
132,2002-06-02,LSA,2002-06-04,X,00-00-00,broken,0
138,2002-06-03,LNA,2002-06-04,F,00-00-00,,2.9
139,2002-06-03,LNA,2002-06-04,X,00-00-00,broken,0
140,2002-06-03,LNA,2002-06-04,F,00-00-00,,3.1
141,2002-06-03,LNA,00-00-00,,00-00-00,broken,0
142,2002-06-03,LSA,2002-06-04,F,00-00-00,,2.5
143,2002-06-03,LSA,2002-06-04,F,00-00-00,,2.4
147,2002-06-04,LNA,2002-06-04,F,00-00-00,,3.1
148,2002-06-04,LNA,2002-06-04,F,00-00-00,,2.5
149,2002-06-04,LSA,2002-06-04,F,00-00-00,,3
150,2002-06-04,LSA,2002-06-04,NF,00-00-00,,3.4
151,2002-06-04,LSA,2002-06-04,NF,00-00-00,,2.2
155,2002-06-04,LNA,00-00-00,,00-00-00,broken,0
156,2002-06-04,LNA,00-00-00,,00-00-00,broken,0
159,2002-06-05,LNA,2002-06-09,F,00-00-00,,2.5
160,2002-06-05,LNA,2002-06-09,F,00-00-00,,3.1
161,2002-06-05,LNA,2002-06-09,1/2,00-00-00,,2.2
162,2002-06-05,LNA,2002-06-09,F,00-00-00,,2.8
163,2002-06-05,LSA,2002-06-09,NF,00-00-00,,2.4
169,2002-06-06,LNA,2002-06-09,NF,00-00-00,,0
170,2002-06-06,LNA,2002-06-09,NF,00-00-00,,0
171,2002-06-06,LNA,2002-06-09,1/2,00-00-00,,3
172,2002-06-06,LNA,2002-06-09,F,00-00-00,,2.6
173,2002-06-06,LSA,2002-06-09,F,00-00-00,,0
176,2002-06-06,LSA,00-00-00,,00-00-00,broken,0
177,2002-06-07,LNA,2002-06-09,NF,00-00-00,,0
178,2002-06-07,LNA,2002-06-09,F,00-00-00,,0
179,2002-06-07,LNA,2002-06-09,F,00-00-00,,0
180,2002-06-07,LNA,2002-06-09,F,00-00-00,,0
181,2002-06-07,LSA,2002-06-09,1/4,00-00-00,,0
187,2002-06-08,LNA,2002-06-09,F,00-00-00,,0
188,2002-06-08,LNA,2002-06-09,F,00-00-00,,0
189,2002-06-08,LNA,2002-06-09,F,00-00-00,,0
190,2002-06-08,LNA,2002-06-09,NF,00-00-00,,0
191,2002-06-08,LNA,2002-06-09,F,00-00-00,,0
192,2002-06-08,LSA,2002-06-09,F,00-00-00,,0
194,2002-06-08,LSA,00-00-00,,00-00-00,broken,0
196,2002-06-09,LNA,2002-06-09,F,00-00-00,,0
197,2002-06-09,LNA,2002-06-09,NF,00-00-00,,0
198,2002-06-09,LNA,2002-06-09,F,00-00-00,,0
199,2002-06-09,LSA,2002-06-09,NF,00-00-00,,0
201,2002-06-09,LSA,00-00-00,,00-00-00,broken,0
203,2002-06-10,LNA,2002-06-14,F,00-00-00,,0
204,2002-06-10,LNA,2002-06-14,NF,00-00-00,,0
205,2002-06-10,LNA,2002-06-14,NF,00-00-00,,0
206,2002-06-10,LNA,2002-06-14,NF,00-00-00,,0
207,2002-06-10,LNA,2002-06-14,F,00-00-00,,0
208,2002-06-10,LSA,2002-06-14,F,00-00-00,,0
209,2002-06-10,LNA,00-00-00,,00-00-00,broken,0
212,2002-06-11,LNA,2002-06-14,1/4,00-00-00,,0
213,2002-06-11,LNA,2002-06-14,F,00-00-00,,0
214,2002-06-11,LNA,2002-06-14,F,00-00-00,,0
215,2002-06-11,LSA,2002-06-14,NF,00-00-00,,0
217,2002-06-11,LSA,00-00-00,,00-00-00,broken,0
221,2002-06-12,LNA,2002-06-14,F,00-00-00,,0
222,2002-06-12,LNA,2002-06-14,1/4,00-00-00,,0
223,2002-06-12,LNA,2002-06-14,NF,00-00-00,,0
224,2002-06-12,LSA,2002-06-14,NF,00-00-00,,0
226,2002-06-12,LNA,00-00-00,,00-00-00,broken,0
227,2002-06-12,LSA,00-00-00,,00-00-00,broken,0
229,2002-06-13,LNA,2002-06-14,F,00-00-00,,0
230,2002-06-13,LNA,2002-06-14,NF,00-00-00,,0
231,2002-06-13,LSA,2002-06-14,F,00-00-00,,0
232,2002-06-13,LSA,2002-06-14,NF,00-00-00,,0
233,2002-06-13,LSA,2002-06-14,NF,00-00-00,,0
238,2002-06-13,LNA,00-00-00,,00-00-00,broken,0
241,2002-06-14,LNA,2002-06-14,F,00-00-00,,0
244,2002-06-15,LNA,2002-06-19,1/4,00-00-00,,0
245,2002-06-15,LNA,2002-06-19,F,00-00-00,,0
246,2002-06-15,LNA,2002-06-19,F,00-00-00,,0
247,2002-06-15,LSA,2002-06-19,F,00-00-00,,0
250,2002-06-15,LSA,00-00-00,,00-00-00,broken,0
255,2002-06-15,LNA,2002-06-19,F,00-00-00,,0
256,2002-06-16,LNA,2002-06-19,1/2,00-00-00,,0
257,2002-06-16,LNA,2002-06-19,NF,00-00-00,,0
258,2002-06-16,LSA,2002-06-19,F,00-00-00,,0
259,2002-06-16,LNA,00-00-00,,00-00-00,broken,0
262,2002-06-17,LNA,2002-06-19,NF,00-00-00,,0
263,2002-06-17,LNA,2002-06-19,NF,00-00-00,,0
264,2002-06-17,LNA,2002-06-19,F,00-00-00,,0
265,2002-06-17,LSA,2002-06-19,NF,00-00-00,,0
267,2002-06-18,LNA,2002-06-19,F,00-00-00,,0
268,2002-06-18,LNA,2002-06-19,F,00-00-00,,0
269,2002-06-18,LSA,2002-06-19,NF,00-00-00,,0
270,2002-06-18,LSA,00-00-00,,00-00-00,broken,0
275,2002-06-19,LNA,2002-06-19,F,00-00-00,,0
276,2002-06-19,LNA,2002-06-19,F,00-00-00,,0
277,2002-06-19,LNA,2002-06-19,NF,00-00-00,,0
278,2002-06-19,LNA,2002-06-19,F,00-00-00,,0
279,2002-06-19,LSA,00-00-00,,00-00-00,broken,0
282,2002-06-20,LNA,2002-06-24,X,00-00-00,broken,0
283,2002-06-20,LNA,2002-06-24,NF,00-00-00,,0
284,2002-06-20,LNA,2002-06-24,NF,00-00-00,,0
285,2002-06-20,LNA,2002-06-24,NF,00-00-00,,0
286,2002-06-20,LSA,2002-06-24,F,00-00-00,,0
287,2002-06-21,LNA,2002-06-24,F,00-00-00,,0
288,2002-06-21,LNA,2002-06-24,F,00-00-00,,0
289,2002-06-21,LSA,2002-06-24,NF,00-00-00,,0
291,2002-06-21,LSA,00-00-00,,00-00-00,broken,0
292,2002-06-22,LNA,2002-06-24,1/2,00-00-00,,0
293,2002-06-22,LNA,2002-06-24,NF,00-00-00,,0
294,2002-06-22,LNA,2002-06-24,F,00-00-00,,0
295,2002-06-22,LSA,2002-06-24,NF,00-00-00,,0
298,2002-06-23,LNA,2002-06-24,NF,00-00-00,,0
299,2002-06-23,LNA,2002-06-24,F,00-00-00,,0
300,2002-06-23,LNA,2002-06-24,F,00-00-00,,0
301,2002-06-23,LNA,00-00-00,,00-00-00,broken,0
303,2002-06-24,LNA,2002-06-24,F,00-00-00,,0
304,2002-06-24,LSA,2002-06-24,NF,00-00-00,,0
305,2002-06-24,LSA,2002-06-24,NF,00-00-00,,0
306,2002-06-24,LSA,2002-06-24,F,00-00-00,,0
308,2002-06-24,LNA,00-00-00,,00-00-00,broken,0
310,2002-06-25,LNA,2002-06-29,F,00-00-00,,0
311,2002-06-25,LNA,2002-06-29,NF,00-00-00,,0
312,2002-06-25,LNA,2002-06-29,F,00-00-00,,0
313,2002-06-25,LNA,2002-06-29,F,00-00-00,,0
314,2002-06-25,LNA,2002-06-29,F,00-00-00,,0
315,2002-06-25,LNA,2002-06-29,F,00-00-00,,0
316,2002-06-25,LNA,2002-06-29,F,00-00-00,,0
317,2002-06-25,LSA,2002-06-29,F,00-00-00,,0
321,2002-06-26,LNA,2002-06-29,NF,00-00-00,,0
322,2002-06-26,LNA,2002-06-29,F,00-00-00,,0
325,2002-06-27,LNA,2002-06-29,1/4,00-00-00,,0
326,2002-06-27,LNA,2002-06-29,F,00-00-00,,0
327,2002-06-27,LNA,2002-06-29,F,00-00-00,,0
330,2002-06-28,LNA,2002-06-29,F,00-00-00,,0
331,2002-06-28,LNA,2002-06-29,F,00-00-00,,0
332,2002-06-29,LNA,2002-06-29,F,00-00-00,,0
333,2002-06-29,LNA,2002-06-29,X,00-00-00,broken,0
334,2002-06-29,LSA,2002-06-29,1/4,00-00-00,,0
336,2002-06-29,LNA,00-00-00,,00-00-00,broken,0
337,2002-06-30,LNA,2002-07-04,3/4,00-00-00,,0
338,2002-07-01,LNA,2002-07-04,F,00-00-00,,0
339,2002-07-01,LNA,2002-07-04,F,00-00-00,,0
340,2002-07-01,LNA,00-00-00,,00-00-00,broken,0
341,2002-07-01,LSA,2002-07-04,F,00-00-00,,0
343,2002-07-02,LNA,2002-07-04,NF,00-00-00,,0
344,2002-07-02,LNA,2002-07-04,NF,00-00-00,,0
345,2002-07-04,LNA,2002-07-04,F,00-00-00,,0
346,2002-07-04,LNA,2002-07-04,1/4,00-00-00,,0
