3,2002-05-07,LNA,2002-05-15,NF,00-00-00,,0
4,2002-05-07,LSA,2002-05-15,NF,00-00-00,,2.4
5,2002-05-07,LSA,2002-05-15,1/4,00-00-00,,2.6
7,2002-05-08,LNA,2002-05-15,NF,00-00-00,,0
8,2002-05-08,LSA,2002-05-15,F,00-00-00,,2.3
9,2002-05-08,LSA,2002-05-15,X,00-00-00,broken,0
11,2002-05-09,LSA,2002-05-15,NF,00-00-00,,2
12,2002-05-09,LSA,2002-05-15,X,00-00-00,broken,0
13,2002-05-09,LSA,00-00-00,,00-00-00,broken,0
14,2002-05-10,LNA,2002-05-15,F,00-00-00,,0
15,2002-05-11,LSA,2002-05-15,F,00-00-00,,3.2
16,2002-05-11,LNA,00-00-00,,00-00-00,broken,0
18,2002-05-12,LSA,2002-05-15,NF,00-00-00,,1.8
19,2002-05-12,LSA,00-00-00,,00-00-00,broken,0
20,2002-05-13,LNA,2002-05-15,1/2,00-00-00,,0
21,2002-05-14,LNA,2002-05-15,NF,00-00-00,,0
23,2002-05-14,LSA,00-00-00,,00-00-00,broken,0
25,2002-05-15,LNA,2002-05-15,NF,00-00-00,,0
26,2002-05-16,LNA,00-00-00,,00-00-00,broken,0
27,2002-05-16,LSA,2002-05-25,NF,00-00-00,,3
29,2002-05-17,LSA,00-00-00,,00-00-00,broken,0
30,2002-05-17,LSA,2002-05-25,1/4,00-00-00,,2.7
31,2002-05-17,LSA,2002-05-25,NF,00-00-00,,2.4
32,2002-05-17,LSA,2002-05-25,F,00-00-00,,2.2
34,2002-05-18,LNA,2002-05-25,NF,00-00-00,,0
35,2002-05-18,LNA,2002-05-25,NF,00-00-00,,0
36,2002-05-18,LNA,2002-05-25,NF,00-00-00,,0
37,2002-05-18,LNA,2002-05-25,NF,00-00-00,,0
38,2002-05-18,LSA,00-00-00,,00-00-00,broken,0
39,2002-05-18,LSA,00-00-00,,00-00-00,broken,0
43,2002-05-19,LNA,00-00-00,,00-00-00,broken,0
44,2002-05-19,LNA,00-00-00,,00-00-00,broken,0
45,2002-05-19,LSA,2002-05-25,1/4,00-00-00,,2.8
46,2002-05-19,LSA,2002-05-25,X,00-00-00,broken,0
47,2002-05-20,LSA,2002-05-25,NF,00-00-00,,2.9
48,2002-05-20,LSA,00-00-00,,00-00-00,broken,0
49,2002-05-21,LSA,00-00-00,,00-00-00,broken,0
52,2002-05-21,LNA,2002-05-25,F,00-00-00,,0
54,2002-05-22,LNA,2002-05-25,F,00-00-00,,0
55,2002-05-22,LNA,2002-05-25,1/4,00-00-00,,0
56,2002-05-22,LSA,2002-05-25,NF,00-00-00,,1.8
57,2002-05-23,LSA,2002-05-25,NF,00-00-00,,2
58,2002-05-23,LSA,2002-05-25,NF,00-00-00,,1.5
59,2002-05-23,LNA,2002-05-25,F,00-00-00,,0
60,2002-05-23,LNA,2002-05-25,F,00-00-00,,0
65,2002-05-24,LNA,2002-05-25,F,00-00-00,,0
66,2002-05-24,LNA,2002-05-25,X,00-00-00,broken,0
67,2002-05-24,LNA,2002-05-25,NF,00-00-00,,0
68,2002-05-24,LNA,2002-05-25,F,00-00-00,,2.3
72,2002-05-25,LNA,2002-05-25,F,00-00-00,,2.1
73,2002-05-25,LSA,2002-05-25,F,00-00-00,,2.9
74,2002-05-25,LSA,2002-05-25,F,00-00-00,,3.1
