MGYG,MNLN,leave,07:07:52,01-06-11,LSA
MNW,MALE,,07:07:44,01-06-11,LSA
MWD,MNW,simultaneous,07:08:03,01-06-11,LSA
MGYG,,,07:28:30,01-05-05,LSA
MGYG,,,07:28:34,01-05-05,LSA
MRYR,,,07:28:37,01-05-05,LSA
MGYG,MNW,,07:28:44,01-05-05,LSA
MRYR,FLOR,,07:28:59,01-05-05,LSA
MWD,FOY,,07:29:11,01-05-05,LSA
MWD,FNDO,Leave,07:29:19,01-05-05,LSA
MRYR,,,07:29:23,01-05-05,LSA
MMRM,FYRW,leave,07:29:43,01-05-05,LSA
MWD,FYML,leave,07:30:20,01-05-05,LSA
MRYR,FLOL,,07:30:37,01-05-05,LSA
MNW,MWD,leave,07:30:47,01-05-05,LSA
MRYR,,,07:30:54,01-05-05,LSA
MGYG,,,07:30:54,01-05-05,LSA
MRYR,FOY,leave,07:31:41,01-05-05,LSA
MRYR,MWD,,07:32:16,01-05-05,LSA
MNW,MWNW,,07:32:19,01-05-05,LSA
MRYR,MWD,leave,07:32:23,01-05-05,LSA
MWD,,,07:32:38,01-05-05,LSA
MWNW,MWD,,07:32:44,01-05-05,LSA
MRYR,MNW,,07:32:55,01-05-05,LSA
MWD,MNW,,07:32:58,01-05-05,LSA
MNW,MWD,,07:33:01,01-05-05,LSA
MRYR,,,07:33:09,01-05-05,LSA
MRYR,FYRW,,07:33:18,01-05-05,LSA
MRYR,FYRW,lunge,07:33:24,01-05-05,LSA
MRYR,FYRW,,07:33:26,01-05-05,LSA
MNW,,,07:33:37,01-05-05,LSA
MRYR,FYRW,leave,07:34:06,01-05-05,LSA
MGYG,MLW,,07:34:45,01-05-05,LSA
MGYG,,,07:34:48,01-05-05,LSA
MNW,MGYG,leave,07:34:53,01-05-05,LSA
MGYG,FYML,,07:34:56,01-05-05,LSA
MWD,,,07:35:01,01-05-05,LSA
MWD,FYML,leave,07:35:11,01-05-05,LSA
MGYG,MNW,Depart,07:35:56,01-05-05,LSA
MNW,MRYR,,07:36:29,01-05-05,LSA
MRYR,MNW,display,07:36:29,01-05-05,LSA
MGYG,,,07:36:38,01-05-05,LSA
MGYG,,,07:36:47,01-05-05,LSA
MGYG,MWD,,07:36:57,01-05-05,LSA
MWNW,MMRM,,07:37:15,01-05-05,LSA
MGYG,MNW,,07:37:31,01-05-05,LSA
MWD,FYML,Follow,07:37:43,01-05-05,LSA
MGYG,MNW,Depart,07:38:25,01-05-05,LSA
MRYR,MNW,display,07:38:56,01-05-05,LSA
MNW,MRYR,display,07:38:56,01-05-05,LSA
MWD,,,07:39:00,01-05-05,LSA
MGYG,MNW,,07:39:04,01-05-05,LSA
MRYR,FLOR,,07:39:23,01-05-05,LSA
MNW,MGYG,,07:39:26,01-05-05,LSA
MGYG,FYML,,07:39:50,01-05-05,LSA
MNW,FNDO,Leave,07:40:05,01-05-05,LSA
MWD,FYML,,07:40:18,01-05-05,LSA
MRYR,FYRW,,07:40:56,01-05-05,LSA
MRYR,FYRW,,07:41:04,01-05-05,LSA
MWD,,,07:42:12,01-05-05,LSA
MRYR,,,07:42:12,01-05-05,LSA
MWNW,FLOR,leave,07:42:36,01-05-05,LSA
MGYG,MNW,,07:42:43,01-05-05,LSA
MGYG,MNW,display,07:42:49,01-05-05,LSA
MRYR,MNW,,07:42:52,01-05-05,LSA
MGYG,MNW,Depart,07:43:07,01-05-05,LSA
MGYG,MNW,,07:43:43,01-05-05,LSA
MGYG,MNW,display,07:43:49,01-05-05,LSA
MWD,,,07:43:49,01-05-05,LSA
MNW,MRYR,,07:43:58,01-05-05,LSA
MRYR,MNW,,07:43:58,01-05-05,LSA
MGYG,MNW,display,07:43:59,01-05-05,LSA
MGYG,MNW,display,07:44:03,01-05-05,LSA
MRYR,MWNW,,07:44:44,01-05-05,LSA
MRYR,MGYG,,07:46:01,01-05-05,LSA
MGYG,MRYR,leave,07:46:01,01-05-05,LSA
MRYR,,,07:46:10,01-05-05,LSA
MNW,,,07:46:49,01-05-05,LSA
MNW,MWNW,,07:47:12,01-05-05,LSA
MNW,MGYG,,07:47:20,01-05-05,LSA
MRYR,,,07:47:46,01-05-05,LSA
MGYG,,,07:48:16,01-05-05,LSA
MNW,,,07:48:22,01-05-05,LSA
MGYG,,,07:48:22,01-05-05,LSA
MGYG,,,07:49:05,01-05-05,LSA
MGYG,MWD,display,07:50:12,01-05-05,LSA
MWD,MGYG,,07:50:12,01-05-05,LSA
MNW,MLW,,07:50:16,01-05-05,LSA
MWD,,,07:50:26,01-05-05,LSA
MNW,MLW,,07:50:42,01-05-05,LSA
MWD,MRYR,,07:51:21,01-05-05,LSA
