MD2L,MALE,LEAVE,07:13:37,01-05-05,LNA
MYNR,M2M,,07:13:45,01-05-05,LNA
M2M,MYNR,LEAVE,07:13:47,01-05-05,LNA
M2OW,MLMN,,07:13:55,01-05-05,LNA
MRY,FGBY,,07:14:09,01-05-05,LNA
M2OW,FGWG,,07:14:14,01-05-05,LNA
MRY,MALE,LEAVE,07:14:17,01-05-05,LNA
MD2L,MRY,,07:14:24,01-05-05,LNA
MRY,M2M,display,07:14:24,01-05-05,LNA
MRY,FGBY,,07:14:37,01-05-05,LNA
MRY,FGBY,,07:14:39,01-05-05,LNA
M2OW,M2M,,07:14:45,01-05-05,LNA
M2OW,MALE,LEAVE,00:00:00,01-05-05,LNA
M2OW,FGWG,,07:15:13,01-05-05,LNA
MLMN,,,07:15:19,01-05-05,LNA
M2OW,M2M,,07:15:26,01-05-05,LNA
MRY,M2M,,07:15:41,01-05-05,LNA
M2M,MROR,,07:16:04,01-05-05,LNA
M2M,MROR,LEAVE,07:16:04,01-05-05,LNA
MRY,MD2L,,07:16:14,01-05-05,LNA
MD2L,,,07:16:16,01-05-05,LNA
MRY,,,07:16:18,01-05-05,LNA
M2M,MYNR,,07:16:24,01-05-05,LNA
MNWL,MYNR,,07:16:46,01-05-05,LNA
MBMB,,,07:16:50,01-05-05,LNA
MRY,MALE,LEAVE,07:16:59,01-05-05,LNA
MRY,FGBY,,07:17:03,01-05-05,LNA
MRY,MG2O,,07:17:13,01-05-05,LNA
M2OW,,,07:17:28,01-05-05,LNA
MD2L,,,07:17:33,01-05-05,LNA
M2M,MYNR,DISPLAY,07:17:42,01-05-05,LNA
MRY,MBMB,,07:17:48,01-05-05,LNA
MD2L,,,07:17:53,01-05-05,LNA
MRY,MBMB,LEAVE,07:17:59,01-05-05,LNA
MRY,FEMALE,leave,07:18:03,01-05-05,LNA
MRY,MBMB,LEAVE,07:18:11,01-05-05,LNA
M2OW,MALE,LEAVE,07:18:16,01-05-05,LNA
MRY,MBMB,LEAVE,07:18:24,01-05-05,LNA
MLMN,MG2O,,07:18:33,01-05-05,LNA
MG2O,MALE,LEAVE,07:18:34,01-05-05,LNA
M2M,MALE,LEAVE,07:18:34,01-05-05,LNA
MD2L,FEMALE,leave,07:18:44,01-05-05,LNA
MBMB,,,07:18:55,01-05-05,LNA
MBMB,MG2O,DISPLAY,07:18:58,01-05-05,LNA
M2M,MNWL,,07:19:07,01-05-05,LNA
MD2L,MNWL,,07:19:19,01-05-05,LNA
MRY,MBMB,,07:19:28,01-05-05,LNA
MRY,MBMB,displayLEAVE,07:19:30,01-05-05,LNA
MD2L,,,07:19:37,01-05-05,LNA
M2OW,,,07:19:41,01-05-05,LNA
MRY,MALE,,07:19:46,01-05-05,LNA
MD2L,,,07:19:55,01-05-05,LNA
M2M,MYNR,,07:20:00,01-05-05,LNA
MRY,FEMALE,,07:20:10,01-05-05,LNA
MD2L,MBMB,,07:20:25,01-05-05,LNA
