MNWL,,,08:39:09,02-02-16,LNA
MNWL,,,08:39:11,02-02-16,LNA
MNWL,,,08:39:14,02-02-16,LNA
MDYG,MLBL,,08:39:31,02-02-16,LNA
MNWL,,,08:39:33,02-02-16,LNA
MNWL,,,08:39:44,02-02-16,LNA
MDOG,,,08:39:54,02-02-16,LNA
MDOG,MNWL,,08:40:20,02-02-16,LNA
MDYG,MLBL,display,08:40:30,02-02-16,LNA
MDOG,,,08:40:33,02-02-16,LNA
MNWL,,,08:40:45,02-02-16,LNA
MDYG,MLBL,,08:41:42,02-02-16,LNA
MDYG,MLBL,,08:42:19,02-02-16,LNA
MDYG,MLBL,display,08:42:49,02-02-16,LNA
MDYG,MLBL,,08:43:33,02-02-16,LNA
MDYG,MLBL,display,08:44:03,02-02-16,LNA
MDYG,MLBL,display,08:45:00,02-02-16,LNA
M3O,,,08:45:47,02-02-16,LNA
MDYG,MLBL,display,08:45:56,02-02-16,LNA
MNWL,,,08:45:57,02-02-16,LNA
M3O,,,08:46:09,02-02-16,LNA
M3O,,,08:46:09,02-02-16,LNA
M3O,,,08:46:27,02-02-16,LNA
M3O,,,08:46:39,02-02-16,LNA
MNWL,,,08:46:39,02-02-16,LNA
M3O,,,08:46:55,02-02-16,LNA
MNWL,,,08:46:58,02-02-16,LNA
MNWL,,,08:47:07,02-02-16,LNA
M3O,,,08:47:15,02-02-16,LNA
MNWL,,,08:47:15,02-02-16,LNA
M3O,,,08:47:19,02-02-16,LNA
MNWL,,,08:47:23,02-02-16,LNA
M3O,,,08:47:26,02-02-16,LNA
M3O,,,08:47:37,02-02-16,LNA
M3O,,,08:47:44,02-02-16,LNA
MNWL,,,08:47:44,02-02-16,LNA
MDYG,MLBL,display,08:47:44,02-02-16,LNA
MNWL,,,08:47:49,02-02-16,LNA
MNWL,,,08:47:55,02-02-16,LNA
M3O,,,08:47:55,02-02-16,LNA
M3O,,,08:48:13,02-02-16,LNA
M3O,,,08:48:18,02-02-16,LNA
M3O,,,08:48:28,02-02-16,LNA
MDYG,MLBL,display,08:48:35,02-02-16,LNA
M3O,,,08:48:37,02-02-16,LNA
M3O,ML,,08:48:54,02-02-16,LNA
M3O,ML,,08:48:58,02-02-16,LNA
MY,MOLR,headdown,08:49:07,02-02-16,LNA
MNWL,,,08:49:09,02-02-16,LNA
M3O,,,08:49:15,02-02-16,LNA
MDYG,MLBL,display,08:49:21,02-02-16,LNA
MNWL,,,08:49:22,02-02-16,LNA
M3O,,,08:49:27,02-02-16,LNA
M3O,,,08:49:32,02-02-16,LNA
MDYG,MLBL,,08:49:37,02-02-16,LNA
MNWL,,,08:49:40,02-02-16,LNA
M3O,,,08:49:40,02-02-16,LNA
M3O,,,08:50:10,02-02-16,LNA
M3O,,,08:50:17,02-02-16,LNA
M3O,,,08:50:27,02-02-16,LNA
M3O,,,08:50:37,02-02-16,LNA
MDYG,MLBL,,08:50:43,02-02-16,LNA
MNWL,,,08:50:46,02-02-16,LNA
M3O,,,08:50:50,02-02-16,LNA
MNWL,,,08:50:57,02-02-16,LNA
M3O,,,08:50:57,02-02-16,LNA
MDYG,MLBL,display,08:51:03,02-02-16,LNA
M3O,,,08:51:11,02-02-16,LNA
MNWL,,,08:51:11,02-02-16,LNA
M3O,,,08:51:15,02-02-16,LNA
MNWL,,,08:51:20,02-02-16,LNA
MDYG,MLBL,display,08:51:27,02-02-16,LNA
M3O,,,08:51:29,02-02-16,LNA
MDYG,,,08:59:00,02-02-16,LNA
MDYG,,,08:59:00,02-02-16,LNA
MDYG,,,08:59:02,02-02-16,LNA
MDYG,,,08:59:06,02-02-16,LNA
MDYG,,,08:59:08,02-02-16,LNA
MDYG,,,08:59:12,02-02-16,LNA
MDYG,,,08:59:15,02-02-16,LNA
MDYG,,,08:59:20,02-02-16,LNA
MDYG,,,08:59:23,02-02-16,LNA
MDYG,,,08:59:23,02-02-16,LNA
MDYG,soliloquy,,08:59:23,02-02-16,LNA
MDOG,,,08:59:27,02-02-16,LNA
MDOG,,,08:59:28,02-02-16,LNA
MDOG,,,08:59:28,02-02-16,LNA
MDOG,,,08:59:40,02-02-16,LNA
MDYG,MLBL,display,08:59:57,02-02-16,LNA
MDOG,,,09:00:00,02-02-16,LNA
MDYG,MYRD,,09:00:15,02-02-16,LNA
MDYG,MYOD,leave,09:00:23,02-02-16,LNA
MDOG,,,09:00:23,02-02-16,LNA
MDOG,,,09:00:30,02-02-16,LNA
MDOG,,,09:00:33,02-02-16,LNA
MDOG,,,09:00:43,02-02-16,LNA
MDOG,,,09:01:02,02-02-16,LNA
MDOG,,,09:01:10,02-02-16,LNA
MDOG,,,09:01:31,02-02-16,LNA
MDOG,,,09:01:34,02-02-16,LNA
MDOG,,,09:01:45,02-02-16,LNA
MDOG,,,09:02:43,02-02-16,LNA
MDOG,,,09:02:55,02-02-16,LNA
MDOG,,,09:03:19,02-02-16,LNA
MDOG,,,09:03:26,02-02-16,LNA
MDOG,,,09:03:32,02-02-16,LNA
MDOG,,,09:04:05,02-02-16,LNA
MDOG,,,09:04:05,02-02-16,LNA
MDOG,,,09:04:14,02-02-16,LNA
MDOG,,,09:04:33,02-02-16,LNA
MDOG,,,09:04:44,02-02-16,LNA
MDOG,,,09:05:14,02-02-16,LNA
MDOG,,,09:05:37,02-02-16,LNA
MDOG,,,09:05:37,02-02-16,LNA
MDOG,,,09:05:37,02-02-16,LNA
MDOG,,,09:05:40,02-02-16,LNA
MDOG,,,09:05:40,02-02-16,LNA
MDOG,,,09:05:42,02-02-16,LNA
MDOG,,,09:05:43,02-02-16,LNA
MDOG,,,09:05:47,02-02-16,LNA
MDOG,,,09:05:47,02-02-16,LNA
MDOG,,,09:05:47,02-02-16,LNA
MDOG,soliloquy,,09:05:50,02-02-16,LNA
MNWL,,,09:06:57,02-02-16,LNA
MNWL,,,09:06:59,02-02-16,LNA
MNWL,,,09:07:03,02-02-16,LNA
MNWL,,,09:07:27,02-02-16,LNA
MNWL,,,09:07:35,02-02-16,LNA
MNWL,,,09:07:45,02-02-16,LNA
MNWL,,,09:07:52,02-02-16,LNA
MNWL,,,09:08:06,02-02-16,LNA
MNWL,,,09:08:18,02-02-16,LNA
MNWL,,,09:08:28,02-02-16,LNA
MDON,,,09:09:48,02-02-16,LNA
MDON,,,09:09:48,02-02-16,LNA
MDON,,,09:09:48,02-02-16,LNA
MDON,,,09:09:54,02-02-16,LNA
MDON,,,09:10:02,02-02-16,LNA
MDON,,,09:10:11,02-02-16,LNA
MDON,,,09:10:14,02-02-16,LNA
MDON,,,09:10:22,02-02-16,LNA
MDON,,,09:10:26,02-02-16,LNA
MDON,,,09:10:32,02-02-16,LNA
MDON,soliloquy,,09:10:34,02-02-16,LNA
MNWL,,,08:40:35,02-02-16,LNA
MNWL,,,09:23:43,02-02-16,LNA
MNWL,,,09:23:46,02-02-16,LNA
MNWL,MLBL,,09:23:57,02-02-16,LNA
MDYG,MLBL,,09:24:03,02-02-16,LNA
MNWL,MLBL,,09:24:21,02-02-16,LNA
MNWL,MLBL,,09:25:38,02-02-16,LNA
MNWL,MLBL,,09:25:43,02-02-16,LNA
MDYG,,,09:25:57,02-02-16,LNA
MDYG,,,09:26:09,02-02-16,LNA
MDYG,,,09:26:26,02-02-16,LNA
MNWL,MLBL,,09:26:31,02-02-16,LNA
MDYG,MLBL,leave,09:27:49,02-02-16,LNA
MDYG,MLBL,DISPLAY,09:28:40,02-02-16,LNA
MDYG,MLBL,DISPLAY,09:29:10,02-02-16,LNA
MDYG,MLBL,DISPLAY,09:29:40,02-02-16,LNA
MDYG,MLBL,DISPLAY,09:30:08,02-02-16,LNA
MNWL,,,09:30:40,02-02-16,LNA
MDYG,MLBL,DISPLAY,09:30:45,02-02-16,LNA
MNWL,,,09:30:47,02-02-16,LNA
MNWL,,,09:30:56,02-02-16,LNA
MNWL,,,09:31:21,02-02-16,LNA
