MROR,MLOY,,09:06:26,02-02-14,LSA
MLMN,MROR,,09:06:52,02-02-14,LSA
MDBW,,,09:07:18,02-02-14,LSA
MYNR,male,,09:07:26,02-02-14,LSA
MDBW,MLOY,LEAVE,09:08:09,02-02-14,LSA
MDBW,,,09:10:00,02-02-14,LSA
MDBW,,,09:10:08,02-02-14,LSA
MDBW,,,09:10:33,02-02-14,LSA
MDBW,MDLO,,09:11:22,02-02-14,LSA
MDBW,MDLO,,09:11:29,02-02-14,LSA
MLMN,MROD,,09:11:45,02-02-14,LSA
MDBW,MROD,LEAVE,09:12:31,02-02-14,LSA
MDBW,,,09:12:53,02-02-14,LSA
MDBW,,,09:13:15,02-02-14,LSA
MDBW,,,09:13:24,02-02-14,LSA
MDBW,,,09:14:00,02-02-14,LSA
MDBW,,,09:14:27,02-02-14,LSA
MLMN,MROR,,09:14:34,02-02-14,LSA
MDBW,MROR,,09:14:58,02-02-14,LSA
MDBW,MROR,LEAVE,09:15:16,02-02-14,LSA
MLMN,MRY,,09:15:23,02-02-14,LSA
MLMN,MRY,,09:15:42,02-02-14,LSA
MYNR,MALE,,09:16:03,02-02-14,LSA
MLMN,MRY,,09:16:17,02-02-14,LSA
MDBW,MALE,depart,09:16:32,02-02-14,LSA
MDBW,,,09:16:32,02-02-14,LSA
MDBW,,,09:16:36,02-02-14,LSA
MROD,MDLO,display,09:16:43,02-02-14,LSA
MDBW,,,09:16:47,02-02-14,LSA
MDBW,,,09:16:52,02-02-14,LSA
MDBW,MDLO,LEAVE,09:17:18,02-02-14,LSA
MLMN,MRY,DISPLAY,09:17:24,02-02-14,LSA
MDBW,MROR,LEAVE,09:17:42,02-02-14,LSA
MDBW,,,09:18:10,02-02-14,LSA
MDBW,,,09:18:16,02-02-14,LSA
MDBW,MRY,,09:18:25,02-02-14,LSA
MDBW,MLOY,,09:18:44,02-02-14,LSA
MDBW,,,09:18:59,02-02-14,LSA
MLMN,MRY,,09:19:04,02-02-14,LSA
MDBW,,,09:19:16,02-02-14,LSA
MROD,MY2O,,09:19:21,02-02-14,LSA
MROD,,,09:19:26,02-02-14,LSA
MLMN,MRY,DISPLAY,09:19:33,02-02-14,LSA
MROD,MY2O,,09:19:41,02-02-14,LSA
MDBW,MLMN,,09:19:45,02-02-14,LSA
MROD,MY2O,,09:19:50,02-02-14,LSA
MLMN,MDBW,displayleave,09:19:59,02-02-14,LSA
MROD,,,09:20:06,02-02-14,LSA
MDBW,,,09:20:47,02-02-14,LSA
MDBW,,,09:20:57,02-02-14,LSA
MDLO,,,09:21:28,02-02-14,LSA
MDBW,MROR,DISPLAY,09:21:55,02-02-14,LSA
MROD,MDLO,,09:22:03,02-02-14,LSA
MLMN,MROR,,09:22:15,02-02-14,LSA
MLMN,MROR,DISPLAY,09:22:34,02-02-14,LSA
MROD,MY2O,,09:22:49,02-02-14,LSA
MLMN,MROR,,09:23:04,02-02-14,LSA
MROD,MY2O,,09:23:15,02-02-14,LSA
MDBW,,,09:23:34,02-02-14,LSA
MLMN,MROR,,09:23:38,02-02-14,LSA
MDBW,,,09:23:40,02-02-14,LSA
MDLO,MDBW,,09:23:51,02-02-14,LSA
MDBW,MDLO,,09:23:51,02-02-14,LSA
MLMN,MROR,,09:24:02,02-02-14,LSA
MDLO,MY2O,,09:24:25,02-02-14,LSA
MROD,MDBW,,09:24:29,02-02-14,LSA
MDLO,MY2O,,09:24:45,02-02-14,LSA
MDBW,,,09:24:47,02-02-14,LSA
MROD,MYNR,,09:24:53,02-02-14,LSA
MDLO,MLOY,,09:24:58,02-02-14,LSA
MDBW,MRY,,09:25:00,02-02-14,LSA
MLMN,MALE,,09:25:17,02-02-14,LSA
MDLO,MLOY,,09:25:18,02-02-14,LSA
MY2O,,,09:25:26,02-02-14,LSA
MY2O,,,09:25:30,02-02-14,LSA
MY2O,,,09:25:36,02-02-14,LSA
MY2O,,,09:25:40,02-02-14,LSA
MY2O,,,09:25:45,02-02-14,LSA
MY2O,,,09:25:49,02-02-14,LSA
MY2O,,,09:25:54,02-02-14,LSA
