101,2009-05-19,M8,2009-05-19,NF,00-00-00,11,2.726,264,FGBD,7
102,2009-05-19,M8,2009-05-19,NF,00-00-00,11,3.207,264,F2RW,8
103,2009-05-19,M8,2009-05-19,F,00-00-00,13,3.19,312,FDR,8
104,2009-05-19,M8,00-00-00,X,00-00-00,0,0,0,FYR,8
105,2009-05-19,M8,00-00-00,X,00-00-00,0,0,0,,8
106,2009-05-20,M6,2009-05-20,F,00-00-00,10,2.818,240,FRLR,9
107,2009-05-20,M6,2009-05-20,F,00-00-00,10,3.01,240,FGOG,11
108,2009-05-20,M6,2009-05-20,NF,00-00-00,12,2.963,288,FPBM,9
109,2009-05-20,M6,00-00-00,X,00-00-00,0,0,0,,
110,2009-05-21,M6,2009-05-21,F,00-00-00,9,2.641,216,FYBL,11
111,2009-05-21,M6,00-00-00,X,00-00-00,0,0,0,FPBM,11
112,2009-05-21,M8,2009-05-21,NF,00-00-00,9,3.101,216,FOWD,8
113,2009-05-21,M8,2009-05-21,F,00-00-00,9,3.187,216,FOGO,8
114,2009-05-22,M6,2009-05-22,X,00-00-00,0,2.309,0,FYBL,9
115,2009-05-22,M6,2009-05-22,F,00-00-00,10,3.162,240,?,9
116,2009-05-22,M6,2009-05-22,NF,00-00-00,10,3.126,240,FPOD,9
117,2009-05-22,M8,2009-05-22,X,00-00-00,0,2.766,0,?,
118,2009-05-23,M6,2009-05-23,F,00-00-00,10,2.291,240,?,12
119,2009-05-23,M6,2009-05-23,F,00-00-00,10,3.237,240,?,12
120,2009-05-23,M6,00-00-00,X,00-00-00,0,0,0,?,12?
121,2009-05-23,M8,2009-05-23,X,00-00-00,0,3.191,0,?,8
122,2009-05-23,M8,2009-05-23,F,00-00-00,10,3.254,240,?,8?
123,2009-05-23,M7,2009-05-23,NF,00-00-00,10,3.522,240,?,
124,2009-05-23,M7,2009-05-23,NF,00-00-00,10,3.247,240,?,
125,2009-05-21,M6,00-00-00,X,00-00-00,0,0,0,?,11
126,2009-05-21,M6,00-00-00,X,00-00-00,0,0,0,FRLR,11
127,2009-05-24,M6,2009-05-24,X,00-00-00,0,3.204,0,?,12
128,2009-05-24,M6,2009-05-24,NF,00-00-00,10,2.262,240,FYBL,12
129,2009-05-24,M6,00-00-00,X,00-00-00,0,0,0,FPBM,12
130,2009-05-24,M6,2009-05-24,F,00-00-00,10,3.357,240,FOY,10
131,2009-05-24,M6,2009-05-24,F,00-00-00,10,3.167,240,FPOD,10
132,2009-05-24,M8,2009-05-24,NF,00-00-00,10,2.807,240,FDR,8
133,2009-05-24,M8,2009-05-24,NF,00-00-00,10,3.347,240,FYR,8
134,2009-05-24,M8,00-00-00,X,00-00-00,0,0,0,?,8
135,2009-05-24,M8,00-00-00,X,00-00-00,0,0,0,FGBD,8
136,2009-05-24,M7,2009-05-24,NF,00-00-00,10,3.231,240,,
137,2009-05-24,M7,2009-05-24,X,00-00-00,0,2.481,0,,
138,2009-05-24,M6,00-00-00,X,00-00-00,0,0,0,FRLR,8
139,2009-05-25,M6,2009-05-25,F,00-00-00,10,3.153,240,FRLR,12
140,2009-05-25,M6,2009-05-25,NF,00-00-00,10,3.151,240,FOY,12
141,2009-05-25,M6,2009-05-25,F,00-00-00,10,3.153,240,?,10
142,2009-05-25,M8,2009-05-25,F,00-00-00,10,2.85,240,FYR,8
143,2009-05-25,M8,2009-05-25,NF,00-00-00,10,2.837,240,FGBD,8
144,2009-05-25,M8,2009-05-25,F,00-00-00,10,2.903,240,FOWD,8
145,2009-05-25,M8,2009-05-25,NF,00-00-00,10,3.123,240,FOGO,8
146,2009-05-25,M7,2009-05-25,NF,00-00-00,10,3.899,240,?,3
147,2009-05-25,M7,00-00-00,X,00-00-00,0,0,0,?,3
148,2009-05-25,M7,2009-05-25,F,00-00-00,3234,2.675,77616,FRW,3
149,2009-05-25,M7,00-00-00,X,00-00-00,0,0,0,?,
150,2009-05-25,M6,00-00-00,X,00-00-00,0,0,0,?,10
151,2009-05-26,M6,00-00-00,X,00-00-00,0,0,0,,11
152,2009-05-26,M6,2009-05-26,F,00-00-00,10,3.027,240,FR2G,9
153,2009-05-26,M6,2009-05-26,F,00-00-00,10,3.06,240,FGOG,9
154,2009-05-26,M6,2009-05-26,F,00-00-00,10,2.723,240,FRLR,11
155,2009-05-26,M8,2009-05-26,F,00-00-00,10,2.723,240,FGBD,5
156,2009-05-26,M8,2009-05-26,NF,00-00-00,10,2.671,240,FOGO,8
157,2009-05-26,M8,2009-05-26,NF,00-00-00,10,2.743,240,FOWD,8
158,2009-05-26,M7,2009-05-26,F,00-00-00,10,3.344,240,FLG,1
159,2009-05-26,M7,2009-05-26,NF,00-00-00,10,2.935,240,?,3
160,2009-05-26,M7,2009-05-26,NF,00-00-00,10,3.063,240,FR2D,4
161,2009-05-26,M7,00-00-00,X,00-00-00,0,0,0,FRW,4
162,2009-05-27,M6,2009-05-27,NF,00-00-00,10,3.07,240,FLD,12
163,2009-05-27,M6,2009-05-27,F,00-00-00,10,3.059,240,FYBL,10
164,2009-05-27,M7,2009-05-27,F,00-00-00,10,3.12,240,FLG,1
165,2009-05-27,M7,2009-05-27,F,00-00-00,10,2.842,240,?,3
166,2009-05-27,M7,2009-05-27,NF,00-00-00,10,2.426,240,FGYD,4
167,2009-05-27,M7,00-00-00,X,00-00-00,0,0,0,F2RD,4
168,2009-05-28,M8,2009-05-28,NF,00-00-00,10,2.583,240,FDR,8
169,2009-05-28,M8,2009-05-28,NF,00-00-00,10,3.103,240,FOGO,8
170,2009-05-28,M7,2009-05-28,F,00-00-00,10,3.606,240,F2RD,2
171,2009-05-28,M7,2009-05-28,NF,00-00-00,10,3.812,240,FWN,4
172,2009-05-29,M6,2009-05-29,F,00-00-00,10,3.322,240,FPOD,9
173,2009-05-29,M6,2009-05-29,F,00-00-00,10,3.299,240,FRLR,9
174,2009-05-29,M6,2009-05-29,NF,00-00-00,10,3.471,240,FGOG,11
175,2009-05-29,M6,00-00-00,X,00-00-00,0,0,0,FYR,11
176,2009-05-29,M8,2009-05-29,NF,00-00-00,10,2.765,240,FOWD,7
177,2009-05-29,M8,2009-05-29,F,00-00-00,10,3.052,240,FRBR,7
178,2009-05-29,M7,2009-05-29,F,00-00-00,10,3.566,240,FGYD,1
179,2009-05-29,M7,00-00-00,X,00-00-00,0,0,0,FWN,3
180,2009-05-30,M6,2009-05-30,X,00-00-00,0,2.959,0,FPOD,12
181,2009-05-30,M6,2009-05-30,X,00-00-00,0,2.808,0,FRLR,12
182,2009-05-30,M6,2009-05-30,X,00-00-00,0,2.919,0,FOY,12
183,2009-05-30,M6,2009-05-30,X,00-00-00,0,3.002,0,?,9
184,2009-05-30,M6,2009-05-30,X,00-00-00,0,3.028,0,FYBL,10
185,2009-05-30,M8,2009-05-30,X,00-00-00,0,0,0,,
186,2009-05-30,M7,2009-05-30,NF,00-00-00,10,3.491,240,FR2D,1
187,2009-05-30,M7,2009-05-30,F,00-00-00,3229,2.887,77496,FGYD,2
188,2009-05-30,M7,2009-05-30,F,00-00-00,3229,3.192,77496,?,4
189,2009-05-30,M7,2009-05-30,NF,00-00-00,14,3.436,336,?,4
190,2009-05-30,M7,00-00-00,X,00-00-00,0,0,0,?,4
191,2009-05-31,M6,2009-05-31,X,00-00-00,0,3.343,0,FGOG,11
192,2009-05-31,M6,2009-05-31,X,00-00-00,0,2.498,0,FYBL,10
193,2009-05-31,M8,2009-05-31,F,00-00-00,10,2.63,240,FGBD,8
194,2009-05-31,M7,2009-05-31,NF,00-00-00,10,3.046,240,FGYD,2
195,2009-05-31,M7,2009-05-31,F,00-00-00,10,3.095,240,FLG,2
196,2009-05-31,M7,00-00-00,X,00-00-00,0,0,0,?,2
197,2009-05-31,M7,00-00-00,X,00-00-00,0,0,0,FLOY,2
198,2009-06-01,M6,2009-06-01,F,00-00-00,10,2.372,240,FLN,11
199,2009-06-01,M7,2009-06-01,NF,00-00-00,10,2.661,240,FRW,2
200,2009-06-01,M7,2009-06-01,F,00-00-00,10,3.271,240,FLG,3
201,2009-06-01,M7,2009-06-01,F,00-00-00,10,3.959,240,F2RD,4
202,2009-06-01,M6,00-00-00,X,00-00-00,0,0,0,FRLR,11
203,2009-06-01,M8,00-00-00,X,00-00-00,0,0,0,FRBR,7
204,2009-06-01,M7,00-00-00,X,00-00-00,0,0,0,?,4
205,2009-06-02,M6,2009-06-02,F,00-00-00,10,2.808,240,FRLR,9
206,2009-06-02,M6,00-00-00,X,00-00-00,0,0,0,,
207,2009-06-02,M6,2009-06-02,F,00-00-00,10,3.215,240,?,11
208,2009-06-02,M8,2009-06-02,F,00-00-00,10,2.71,240,FOWD,8
209,2009-06-02,M7,2009-06-02,F,00-00-00,10,3.248,240,F2RD,3
210,2009-06-02,M7,2009-06-02,F,00-00-00,10,3.118,240,FLG,4
211,2009-06-02,M7,2009-06-02,NF,00-00-00,10,2.816,240,FR2D,4
212,2009-06-03,M6,2009-06-03,NF,00-00-00,10,2.719,240,FOGO,10
213,2009-06-03,M8,2009-06-03,F,00-00-00,10,3.14,240,FR2G,7
214,2009-06-03,M7,2009-06-03,F,00-00-00,10,3.027,240,FLG,4
215,2009-06-04,M8,2009-06-04,F,00-00-00,10,2.927,240,,8
216,2009-06-04,M7,2009-06-04,NF,00-00-00,10,3.079,240,,4
217,2009-06-05,M6,2009-06-05,NF,00-00-00,10,3.109,240,,
218,2009-06-05,M8,2009-06-05,F,00-00-00,10,2.918,240,,
219,2009-06-05,M7,2009-06-05,NF,00-00-00,10,2.944,240,,
220,2009-06-05,M7,2009-06-05,F,00-00-00,10,3.922,240,,
221,2009-06-06,M6,2009-06-06,NF,00-00-00,10,3.135,240,FDR,11
222,2009-06-06,M8,2009-06-06,F,00-00-00,10,3.156,240,FRLR,7
