MGRG,MNDO,,11:27:55,,10-05-02,M7
MGRG,MNDO,,11:28:06,,10-05-02,M7
MDBR,FOY,leave,11:28:17,,10-05-02,M7
MGRG,MNDO,,11:28:26,,10-05-02,M7
MGRG,MNDO,,11:28:38,,10-05-02,M7
MGRG,MNDO,,11:28:52,,10-05-02,M7
FLOY,rattle,,11:28:59,,10-05-02,M7
MRBG,MRLW,,11:29:15,,10-05-02,M7
FLOY,rattle,,11:29:25,,10-05-02,M7
MGRG,MNDO,,11:29:51,,10-05-02,M7
MDBR,MMD,,11:30:35,,10-05-02,M7
MDBR,FYBL,,11:42:13,,10-05-02,M7
MDBR,FYBL,,11:42:27,,10-05-02,M7
FYBL,rattle,,11:42:29,,10-05-02,M7
MDBR,FYBL,,11:42:45,,10-05-02,M7
MDBR,FYBL,,11:42:58,,10-05-02,M7
FLOY,rattle,,11:43:08,,10-05-02,M7
MDBR,MRLW,,11:43:31,,10-05-02,M7
MGRG,FLD,,11:45:53,,10-05-02,M7
MDBR,FOY,,11:46:42,,10-05-02,M7
MDBR,FOY,,11:46:58,,10-05-02,M7
MGRG,MMD,,11:47:15,,10-05-02,M7
MDBR,FOY,,11:47:17,,10-05-02,M7
MGRG,MMD,,11:47:25,,10-05-02,M7
MMG,FLOY,rattle,11:47:34,,10-05-02,M7
MRBG,MGM,,11:48:07,,10-05-02,M7
MGRG,MMD,,11:48:17,,10-05-02,M7
MGRG,MMD,,11:48:35,,10-05-02,M7
MGRG,FLD,,11:49:06,,10-05-02,M7
MDBR,MRLW,,11:50:07,,10-05-02,M7
MRLW,MDBR,,11:50:14,,10-05-02,M7
MRBG,MGRG,,11:50:34,,10-05-02,M7
MRBG,MNDO,,11:51:04,,10-05-02,M7
FLOY,rattle,,11:51:51,,10-05-02,M7
FLOY,rattle,,11:51:55,,10-05-02,M7
MMG,FLOY,rattle,11:52:01,,10-05-02,M7
MMG,FLOY,rattle,11:52:11,,10-05-02,M7
MRLW,,,11:52:43,,10-05-02,M7
MDBR,FO2R,,11:53:30,,10-05-02,M7
MRBG,MMD,,11:54:38,,10-05-02,M7
FLOY,rattle,,11:55:08,,10-05-02,M7
FLOY,rattle,,11:55:19,,10-05-02,M7
MGRG,MDBR,,11:55:30,,10-05-02,M7
FLOY,rattle,,11:55:31,,10-05-02,M7
FLOY,rattle,,11:55:44,,10-05-02,M7
FLOY,rattle,,11:55:55,,10-05-02,M7
FLOY,rattle,,11:56:09,,10-05-02,M7
MMG,FLOY,rattle,11:56:12,,10-05-02,M7
FLOY,rattle,,11:56:17,,10-05-02,M7
FLOY,rattle,,11:56:29,,10-05-02,M7
MMG,FLOY,rattle,11:56:47,,10-05-02,M7
MDBR,MMG,,10:51:50,,10-05-02,M7
MMG,MALE,other,10:52:53,,10-05-02,M7
FLOY,rattle,,10:53:27,,10-05-02,M7
MRBG,MMG,,10:55:05,,10-05-02,M7
